Strain	State	Collection Data	PANGO Lineage
hCoV-19/India/DL-NCDC-70918/2020	Delhi	09/12/20	B.1.36
hCoV-19/India/DL-NCDC-609305/2020	Delhi	03/12/20	B.1.36
hCoV-19/India/DL-NCDC-709144/2020	Delhi	28/12/20	B.1.36
hCoV-19/India/DL-NCDC-709143/2020	Delhi	28/12/20	B.1.36
hCoV-19/India/DL-NCDC-90982/2020	Delhi	13/12/20	B.1.36
hCoV-19/India/DL-NCDC-709104/2020	Delhi	23/12/20	B.1
hCoV-19/India/DL-NCDC-609345/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-609350/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-809264/2021	Delhi	06/02/21	B.1.36
hCoV-19/India/DL-NCDC-809237/2020	Delhi	09/12/20	B.1.36
hCoV-19/India/DL-NCDC-609323/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-609328/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-809229/2020	Delhi	06/12/20	B.1
hCoV-19/India/DL-NCDC-70939/2020	Delhi	24/11/20	B.1.36
hCoV-19/India/DL-NCDC-70940/2020	Delhi	24/11/20	B.1.36
hCoV-19/India/DL-NCDC-1009220/2021	Delhi	09/02/21	Others
hCoV-19/India/DL-NCDC-909328/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-909180/2020	Delhi	24/11/20	B.1.36
hCoV-19/India/DL-NCDC-609307/2020	Delhi	07/12/20	B.1.36
hCoV-19/India/DL-NCDC-70993/2020	Delhi	01/12/20	B.1.36
hCoV-19/India/DL-NCDC-609329/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-809111/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-609334/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DEL-NCDC-INSACOG-2209214/2020	Delhi	06/12/20	B.1.36
hCoV-19/India/DL-NCDC-90971/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-609320/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-11094/2021	Delhi	02/02/21	B.1.36
hCoV-19/India/DL-NCDC-809157/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-909189/2020	Delhi	16/12/20	B.1.36
hCoV-19/India/DL-NCDC-80999/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-90969/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-809171/2020	Delhi	16/12/20	B.1.36
hCoV-19/India/DL-NCDC-90972/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-909157/2020	Delhi	24/11/20	B.1.36
hCoV-19/India/DL-NCDC-909158/2020	Delhi	24/11/20	B.1.36
hCoV-19/India/DL-NCDC-809221/2020	Delhi	25/11/20	B.1
hCoV-19/India/DL-NCDC-809243/2020	Delhi	17/12/20	B.1
hCoV-19/India/DL-NCDC-709193/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009168/2020	Delhi	04/12/20	B.1.36
hCoV-19/India/DL-NCDC-809159/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-100997/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-609367/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-609368/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-809226/2020	Delhi	26/11/20	B.1
hCoV-19/India/DL-NCDC-909140/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-909315/2020	Delhi	14/12/20	B.1.36
hCoV-19/India/DL-NCDC-709340/2020	Delhi	12/12/20	B.1.36
hCoV-19/India/DL-NCDC-709333/2020	Delhi	15/12/20	B.1.36
hCoV-19/India/DL-NCDC-709358/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-709268/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709330/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-609375/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-90986/2020	Delhi	15/12/20	Others
hCoV-19/India/DL-NCDC-1009160/2020	Delhi	28/11/20	B.1.36
hCoV-19/India/DL-NCDC-609318/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-709244/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-709251/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-709295/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-709236/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709245/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-709296/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-709293/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-9098/2020	Delhi	17/12/20	B.1
hCoV-19/India/DL-NCDC-709239/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709240/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-70990/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-70989/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-70991/2020	Delhi	30/11/20	B.1.36
hCoV-19/India/DL-NCDC-70992/2020	Delhi	01/12/20	B.1.36
hCoV-19/India/DL-NCDC-709185/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-809235/2020	Delhi	07/12/20	B.1.36
hCoV-19/India/DL-NCDC-709347/2020	Delhi	12/12/20	B.1.36
hCoV-19/India/DL-NCDC-90957/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-609300/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-709243/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-609234/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-709294/2020	Delhi	01/12/20	B.1.36
hCoV-19/India/DL-NCDC-809116/2020	Delhi	22/12/20	B.1
hCoV-19/India/DL-NCDC-609290/2020	Delhi	21/12/20	B.1.36
hCoV-19/India/DL-NCDC-909187/2020	Delhi	15/12/20	B.1.36
hCoV-19/India/DL-NCDC-909166/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-90987/2020	Delhi	15/12/20	B.1.36
hCoV-19/India/DEL-NCDC-INSACOG-50920/2020	Delhi	30/11/20	B.1
hCoV-19/India/DL-NCDC-909168/2020	Delhi	16/11/20	B.1.36
hCoV-19/India/DL-NCDC-709230/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709352/2020	Delhi	12/12/20	B.1.36
hCoV-19/India/DL-NCDC-909333/2020	Delhi	08/12/20	B.1.36
hCoV-19/India/DL-NCDC-609292/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-70917/2020	Delhi	11/12/20	B.1.36
hCoV-19/India/DL-NCDC-609336/2020	Delhi	20/12/20	B.1.36
hCoV-19/India/DL-NCDC-709131/2020	Delhi	25/12/20	B.1.36
hCoV-19/India/DL-NCDC-709132/2020	Delhi	25/12/20	B.1.36
hCoV-19/India/DEL-NCDC-INSACOG-2209217/2021	Delhi	12/01/21	B.1.36
hCoV-19/India/DL-NCDC-909321/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-909316/2020	Delhi	15/12/20	B.1.36
hCoV-19/India/DL-NCDC-709359/2020	Delhi	19/12/20	B.1.36
hCoV-19/India/DL-NCDC-709136/2020	Delhi	26/12/20	B.1.36
hCoV-19/India/DL-NCDC-709135/2020	Delhi	26/12/20	B.1.36
hCoV-19/India/DL-NCDC-909153/2020	Delhi	24/11/20	B.1.36
hCoV-19/India/DL-NCDC-809168/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-709229/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-809114/2020	Delhi	19/12/20	B.1
hCoV-19/India/DL-NCDC-709355/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-709226/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-909359/2021	Delhi	05/02/21	B.1.36
hCoV-19/India/DL-NCDC-1009144/2020	Delhi	22/12/20	B.1.36
hCoV-19/India/DL-NCDC-709133/2020	Delhi	26/12/20	B.1.36
hCoV-19/India/DL-NCDC-909183/2020	Delhi	02/12/20	B.1.36
hCoV-19/India/DL-NCDC-709103/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-909138/2020	Delhi	23/12/20	B.1.36
hCoV-19/India/DL-NCDC-709194/2020	Delhi	10/12/20	B.1.36
hCoV-19/India/DL-NCDC-709200/2020	Delhi	18/12/20	B.1.36
hCoV-19/India/DL-NCDC-709195/2020	Delhi	14/12/20	B.1.36
hCoV-19/India/DL-NCDC-709202/2020	Delhi	15/12/20	B.1.36
hCoV-19/India/DL-NCDC-709201/2020	Delhi	15/12/20	B.1.36
hCoV-19/India/DL-NCDC-1009222/2021	Delhi	10/02/21	Others
hCoV-19/India/DL-NCDC-709123/2020	Delhi	05/12/20	B.1
hCoV-19/India/DL-NCDC-609344/2020	Delhi	23/12/20	B.1
hCoV-19/India/DL-NCDC-2509291/2021	Delhi	14/04/21	B.1.351
hCoV-19/India/DL-NCDC-909329/2020	Delhi	21/12/20	B.1
hCoV-19/India/DL-NCDC-909170/2020	Delhi	27/11/20	B.1
hCoV-19/India/DL-NCDC-709379/2020	Delhi	06/12/20	Others
hCoV-19/India/DL-NCDC-909143/2020	Delhi	27/11/20	B.1
hCoV-19/India/DL-NCDC-609296/2020	Delhi	21/12/20	B.1
hCoV-19/India/DL-NCDC-1009177/2020	Delhi	23/12/20	B.1
hCoV-19/India/DL-NCDC-1709316/2021	Delhi	21/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-170940/2021	Delhi	15/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-809272/2021	Delhi	06/02/21	B.1
hCoV-19/India/DL-NCDC-809280/2021	Delhi	06/02/21	Others
hCoV-19/India/DL-NCDC-809282/2021	Delhi	06/02/21	Others
hCoV-19/India/DL-NCDC-809260/2021	Delhi	06/02/21	B.1
hCoV-19/India/DL-NCDC-1209104/2021	Delhi	27/02/21	B.1
hCoV-19/India/DL-NCDC-1209107/2021	Delhi	27/02/21	B.1.1.7
hCoV-19/India/DEL-NCDC-INSACOG-50918/2020	Delhi	23/11/20	B.1
hCoV-19/India/DL-NCDC-709113/2020	Delhi	13/12/20	B.1
hCoV-19/India/DL-NCDC-120964/2021	Delhi	24/02/21	B.1
hCoV-19/India/DL-NCDC-1009174/2020	Delhi	26/11/20	B.1
hCoV-19/India/DL-NCDC-709241/2020	Delhi	22/12/20	B.1
hCoV-19/India/DL-NCDC-809238/2020	Delhi	11/12/20	B.1
hCoV-19/India/DL-NCDC-609374/2020	Delhi	16/12/20	B.1
hCoV-19/India/DL-NCDC-809256/2021	Delhi	05/02/21	B.1
hCoV-19/India/DL-NCDC-809293/2020	Delhi	27/11/20	B.1
hCoV-19/India/DL-NCDC-1109124/2021	Delhi	17/02/21	Others
hCoV-19/India/DL-NCDC-809132/2020	Delhi	21/12/20	Others
hCoV-19/India/DL-NCDC-809125/2020	Delhi	15/12/20	B.1
hCoV-19/India/DL-NCDC-709100/2020	Delhi	23/12/20	B.1.1
hCoV-19/India/DL-NCDC-1109100/2021	Delhi	15/02/21	Others
hCoV-19/India/DL-NCDC-809254/2021	Delhi	05/02/21	B.1
hCoV-19/India/DL-NCDC-909173/2020	Delhi	28/11/20	B.1
hCoV-19/India/DL-NCDC-1209128/2021	Delhi	27/02/21	B.1
hCoV-19/India/DL-NCDC-709264/2020	Delhi	16/12/20	B.1
hCoV-19/India/DL-NCDC-709250/2020	Delhi	17/12/20	B.1.36
hCoV-19/India/DL-NCDC-809266/2021	Delhi	06/02/21	B.1
hCoV-19/India/DEL-NCDC-INSACOG-130914/2021	Delhi	02/03/21	Others
hCoV-19/India/DL-NCDC-1209127/2021	Delhi	27/02/21	B.1
hCoV-19/India/DL-NCDC-1909120/2021	Delhi	22/03/21	B.1.351
hCoV-19/India/DEL-NCDC-INSACOG-130965/2021	Delhi	04/03/21	B.1.351
hCoV-19/India/DL-NCDC-150981/2021	Delhi	09/03/21	B.1.351
hCoV-19/India/DL-NCDC-2009303/2021	Delhi	26/03/21	B.1.351
hCoV-19/India/DL-NCDC-1909160/2021	Delhi	24/03/21	B.1.351
hCoV-19/India/DL-NCDC-180910/2021	Delhi	12/03/21	B.1.351
hCoV-19/India/DL-NCDC-2509176/2021	Delhi	11/04/21	B.1.351
hCoV-19/India/DL-NCDC-2509260/2021	Delhi	18/04/21	B.1.351
hCoV-19/India/DL-NCDC-1909123/2021	Delhi	23/03/21	B.1.351
hCoV-19/India/DL-NCDC-1709214/2021	Delhi	19/03/21	B.1.351
hCoV-19/India/DL-NCDC-2009266/2021	Delhi	29/03/21	B.1.351
hCoV-19/India/DL-NCDC-1709292/2021	Delhi	20/03/21	B.1.351
hCoV-19/India/DEL-NCDC-INSACOG-130942/2021	Delhi	03/03/21	B.1.351
hCoV-19/India/DL-NCDC-1909121/2021	Delhi	23/03/21	B.1.351
hCoV-19/India/DEL-NCDC-INSACOG-130913/2021	Delhi	02/03/21	B.1.351
hCoV-19/India/DEL-NCDC-INSACOG-130962/2021	Delhi	04/03/21	B.1.351
hCoV-19/India/DL-NCDC-1209111/2021	Delhi	24/02/21	B.1
hCoV-19/India/DL-NCDC-1009210/2021	Delhi	12/02/21	B.1
hCoV-19/India/DL-NCDC-1009209/2021	Delhi	12/02/21	B.1.525
hCoV-19/India/DL-NCDC-1009205/2021	Delhi	12/02/21	B.1.525
hCoV-19/India/DL-NCDC-1009207/2021	Delhi	12/02/21	B.1.525
hCoV-19/India/DL-NCDC-1009206/2021	Delhi	12/02/21	B.1.525
hCoV-19/India/DL-NCDC-1009203/2021	Delhi	12/02/21	B.1.525
hCoV-19/India/DL-NCDC-1209319/2021	Delhi	28/02/21	B.1.525
hCoV-19/India/DL-NCDC-1209320/2021	Delhi	28/02/21	B.1.525
hCoV-19/India/DL-NCDC-1909317/2021	Delhi	24/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909322/2021	Delhi	24/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909304/2021	Delhi	24/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909328/2021	Delhi	24/03/21	B.1
hCoV-19/India/DL-NCDC-1909293/2021	Delhi	24/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909320/2021	Delhi	24/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909298/2021	Delhi	24/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909312/2021	Delhi	24/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909302/2021	Delhi	24/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909162/2021	Delhi	24/03/21	B.1.525
hCoV-19/India/DL-NCDC-15098/2021	Delhi	02/03/21	B.1.525
hCoV-19/India/DL-NCDC-1109195/2021	Delhi	13/02/21	B.1.525
hCoV-19/India/DL-NCDC-1909381/2021	Delhi	23/03/21	B.1.525
hCoV-19/India/DL-NCDC-2009267/2021	Delhi	29/03/21	B.1.525
hCoV-19/India/DL-NCDC-2009268/2021	Delhi	29/03/21	B.1.525
hCoV-19/India/DEL-NCDC-INSACOG-130933/2021	Delhi	02/03/21	B.1.525
hCoV-19/India/DEL-NCDC-INSACOG-130939/2021	Delhi	03/03/21	B.1.525
hCoV-19/India/DL-NCDC-2009277/2021	Delhi	30/03/21	B.1.525
hCoV-19/India/DL-NCDC-170947/2021	Delhi	15/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909151/2021	Delhi	24/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909136/2021	Delhi	23/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909137/2021	Delhi	23/03/21	B.1.525
hCoV-19/India/DEL-NCDC-INSACOG-130925/2021	Delhi	02/03/21	B.1.525
hCoV-19/India/DEL-NCDC-INSACOG-130924/2021	Delhi	02/03/21	B.1.525
hCoV-19/India/DL-NCDC-120956/2021	Delhi	24/02/21	B.1.525
hCoV-19/India/DL-NCDC-170989/2021	Delhi	17/03/21	B.1.525
hCoV-19/India/DL-NCDC-170976/2021	Delhi	16/03/21	B.1.525
hCoV-19/India/DL-NCDC-1209300/2021	Delhi	04/03/21	B.1.525
hCoV-19/India/DL-NCDC-1909148/2021	Delhi	23/03/21	B.1.525
hCoV-19/India/DEL-NCDC-INSACOG-2209377/2021	Delhi	08/04/21	B.1.525
hCoV-19/India/DL-NCDC-1709220/2021	Delhi	14/03/21	B.1.525
hCoV-19/India/DL-NCDC-1609100/2021	Delhi	12/03/21	B.1.525
hCoV-19/India/DEL-NCDC-INSACOG-2209351/2021	Delhi	06/04/21	B.1.525
hCoV-19/India/DL-NCDC-1009208/2021	Delhi	12/02/21	B.1.525
hCoV-19/India/DEL-NCDC-INSACOG-13097/2021	Delhi	01/03/21	B.1.525
hCoV-19/India/DEL-NCDC-INSACOG-130954/2021	Delhi	04/03/21	B.1
hCoV-19/India/DEL-NCDC-INSACOG-130944/2021	Delhi	03/03/21	B.1
hCoV-19/India/DL-NCDC-120984/2021	Delhi	25/02/21	B.1
hCoV-19/India/DL-NCDC-1209318/2021	Delhi	28/02/21	B.1
hCoV-19/India/DL-NCDC-1709172/2021	Delhi	14/03/21	Others
hCoV-19/India/DL-NCDC-1709224/2021	Delhi	19/03/21	Others
hCoV-19/India/DL-NCDC-1909294/2021	Delhi	24/03/21	Others
hCoV-19/India/DL-NCDC-1709223/2021	Delhi	14/03/21	Others
hCoV-19/India/DL-NCDC-1709143/2021	Delhi	14/03/21	Others
hCoV-19/India/DL-NCDC-90961/2020	Delhi	28/11/20	B.1
hCoV-19/India/DL-NCDC-2509189/2021	Delhi	15/04/21	B.1.1.7
hCoV-19/India/DL-NCDC-250989/2021	Delhi	26/03/21	B.1
hCoV-19/India/DL-NCDC-250964/2021	Delhi	13/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-250945/2021	Delhi	14/04/21	B.1
hCoV-19/India/DL-NCDC-2509171/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509276/2021	Delhi	13/04/21	B.1
hCoV-19/India/DL-NCDC-250932/2021	Delhi	13/04/21	B.1
hCoV-19/India/DL-NCDC-2509292/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-25091/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509294/2021	Delhi	14/04/21	B.1
hCoV-19/India/DL-NCDC-2509168/2021	Delhi	04/04/21	B.1
hCoV-19/India/DL-NCDC-250946/2021	Delhi	13/04/21	B.1
hCoV-19/India/DL-NCDC-2509172/2021	Delhi	13/04/21	B.1
hCoV-19/India/DL-NCDC-2509198/2021	Delhi	11/04/21	B.1
hCoV-19/India/DL-NCDC-2509372/2021	Delhi	23/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-12098/2021	Delhi	24/02/21	B.1
hCoV-19/India/MH-NCDC-1109301/2021	Maharashtra	16/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-1709150/2021	Delhi	18/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-1209208/2021	Delhi	03/01/21	B.1.617.1
hCoV-19/India/DL-NCDC-250944/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2809298/2021	Delhi	16/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109296/2021	Maharashtra	19/02/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-130971/2021	Delhi	05/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-1209334/2021	Delhi	27/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109321/2021	Maharashtra	17/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-909361/2021	Delhi	06/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-2309263/2021	Delhi	09/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2809204/2021	Delhi	16/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-12094/2021	Delhi	22/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-12093/2021	Delhi	22/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509258/2021	Delhi	15/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-1709255/2021	Delhi	06/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409283/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409266/2021	Maharashtra	11/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-2009284/2021	Delhi	30/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509178/2021	Delhi	11/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509132/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509162/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-1109142/2021	Delhi	23/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-1109139/2021	Delhi	23/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-1109137/2021	Delhi	23/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-1109141/2021	Delhi	23/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-1109138/2021	Delhi	23/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-1109143/2021	Delhi	23/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-1109140/2021	Delhi	23/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109350/2021	Maharashtra	19/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109343/2021	Maharashtra	17/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509197/2021	Delhi	11/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2309312/2021	Delhi	09/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2309136/2021	Delhi	10/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2309133/2021	Delhi	10/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409380/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209113/2021	Delhi	02/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-180943/2021	Delhi	26/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409305/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409303/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409293/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409335/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409250/2021	Maharashtra	08/03/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209331/2021	Delhi	06/03/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209339/2021	Delhi	07/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-1209382/2021	Delhi	03/01/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-220998/2021	Delhi	30/03/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209102/2021	Delhi	31/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509120/2021	Delhi	15/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2309242/2021	Delhi	07/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-230973/2021	Delhi	09/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-1909344/2021	Delhi	30/03/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209108/2021	Delhi	01/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409331/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409219/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409374/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509160/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409216/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409322/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409199/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409220/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409256/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-250975/2021	Delhi	13/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209282/2021	Delhi	07/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2009342/2021	Delhi	03/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209279/2021	Delhi	07/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409248/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-150941/2021	Maharashtra	19/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409253/2021	Maharashtra	05/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409371/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-170934/2021	Delhi	18/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-250983/2021	Delhi	05/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-180953/2021	Delhi	18/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-250969/2021	Delhi	13/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-250924/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-250970/2021	Delhi	13/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-250925/2021	Delhi	13/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109349/2021	Maharashtra	21/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109351/2021	Maharashtra	19/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-2009304/2021	Delhi	26/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-2309112/2021	Delhi	07/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-1309102/2021	Delhi	08/03/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209309/2021	Delhi	09/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409197/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109331/2021	Maharashtra	18/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409361/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409280/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409223/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-160986/2021	Delhi	07/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-1609163/2021	Delhi	11/03/21	B.1.617.1
